stt,H,W
6447,164.47,526.09
6448,164.48,526.25
6449,164.49,526.41
6450,164.50,526.58
6451,164.51,526.74
6452,164.52,526.91
6453,164.53,527.07
6454,164.54,527.24
6455,164.55,527.40
6456,164.56,527.57
6457,164.57,527.73
6458,164.58,527.90
6459,164.59,528.06
6460,164.60,528.23
6461,164.61,528.39
6462,164.62,528.55
6463,164.63,528.72
6464,164.64,528.88
6465,164.65,529.05
6466,164.66,529.21
6467,164.67,529.38
6468,164.68,529.54
6469,164.69,529.71
6470,164.70,529.87
6471,164.71,530.04
6472,164.72,530.20
6473,164.73,530.37
6474,164.74,530.53
6475,164.75,530.69
6476,164.76,530.86
6477,164.77,531.02
6478,164.78,531.19
6479,164.79,531.35
6480,164.80,531.52
6481,164.81,531.68
6482,164.82,531.85
6483,164.83,532.01
6484,164.84,532.18
6485,164.85,532.34
6486,164.86,532.51
6487,164.87,532.67
6488,164.88,532.83
6489,164.89,533.00
6490,164.90,533.16
6491,164.91,533.33
6492,164.92,533.49
6493,164.93,533.66
6494,164.94,533.82
6495,164.95,533.99
6496,164.96,534.15
6497,164.97,534.32
6498,164.98,534.48
6499,164.99,534.65
6500,165.00,534.81
6501,165.01,534.99
6502,165.02,535.18
6503,165.03,535.36
6504,165.04,535.55
6505,165.05,535.73
6506,165.06,535.91
6507,165.07,536.10
6508,165.08,536.28
6509,165.09,536.47
6510,165.10,536.65
6511,165.11,536.83
6512,165.12,537.02
6513,165.13,537.20
6514,165.14,537.39
6515,165.15,537.57
6516,165.16,537.75
6517,165.17,537.94
6518,165.18,538.12
6519,165.19,538.31
6520,165.20,538.49
6521,165.21,538.67
6522,165.22,538.86
6523,165.23,539.04
6524,165.24,539.23
6525,165.25,539.41
6526,165.26,539.60
6527,165.27,539.78
6528,165.28,539.96
6529,165.29,540.15
6530,165.30,540.33
6531,165.31,540.52
6532,165.32,540.70
6533,165.33,540.88
6534,165.34,541.07
6535,165.35,541.25
6536,165.36,541.44
6537,165.37,541.62
6538,165.38,541.80
6539,165.39,541.99
6540,165.40,542.17
6541,165.41,542.36
6542,165.42,542.54
6543,165.43,542.72
6544,165.44,542.91
6545,165.45,543.09
6546,165.46,543.28
6547,165.47,543.46
6548,165.48,543.64
6549,165.49,543.83
6550,165.50,544.01
6551,165.51,544.20
6552,165.52,544.38
6553,165.53,544.56
6554,165.54,544.75
6555,165.55,544.93
6556,165.56,545.12
6557,165.57,545.30
6558,165.58,545.48
6559,165.59,545.67
6560,165.60,545.85
6561,165.61,546.04
6562,165.62,546.22
6563,165.63,546.40
6564,165.64,546.59
6565,165.65,546.77
6566,165.66,546.96
6567,165.67,547.14
6568,165.68,547.32
6569,165.69,547.51
6570,165.70,547.69
6571,165.71,547.88
6572,165.72,548.06
6573,165.73,548.24
6574,165.74,548.43
6575,165.75,548.61
6576,165.76,548.80
6577,165.77,548.98
6578,165.78,549.17
6579,165.79,549.35
6580,165.80,549.53
6581,165.81,549.72
6582,165.82,549.90
6583,165.83,550.09
6584,165.84,550.27
6585,165.85,550.45
6586,165.86,550.64
6587,165.87,550.82
6588,165.88,551.01
6589,165.89,551.19
6590,165.90,551.37
6591,165.91,551.56
6592,165.92,551.74
6593,165.93,551.93
6594,165.94,552.11
6595,165.95,552.29
6596,165.96,552.48
6597,165.97,552.66
6598,165.98,552.85
6599,165.99,553.03
6600,166.00,553.21
6601,166.01,553.40
6602,166.02,553.58
6603,166.03,553.77
6604,166.04,553.95
6605,166.05,554.13
6606,166.06,554.32
6607,166.07,554.50
6608,166.08,554.69
6609,166.09,554.87
6610,166.10,555.05
6611,166.11,555.24
6612,166.12,555.42
6613,166.13,555.61
6614,166.14,555.79
6615,166.15,555.97
6616,166.16,556.16
6617,166.17,556.34
6618,166.18,556.53
6619,166.19,556.71
6620,166.20,556.89
6621,166.21,557.08
6622,166.22,557.26
6623,166.23,557.45
6624,166.24,557.63
6625,166.25,557.82
6626,166.26,558.00
6627,166.27,558.18
6628,166.28,558.37
6629,166.29,558.55
6630,166.30,558.74
6631,166.31,558.92
6632,166.32,559.10
6633,166.33,559.29
6634,166.34,559.47
6635,166.35,559.66
6636,166.36,559.84
6637,166.37,560.02
6638,166.38,560.21
6639,166.39,560.39
6640,166.40,560.58
6641,166.41,560.76
6642,166.42,560.94
6643,166.43,561.13
6644,166.44,561.31
6645,166.45,561.50
6646,166.46,561.68
6647,166.47,561.86
6648,166.48,562.05
6649,166.49,562.23
6650,166.50,562.42
6651,166.51,562.60
6652,166.52,562.78
6653,166.53,562.97
6654,166.54,563.15
6655,166.55,563.34
6656,166.56,563.52
6657,166.57,563.70
6658,166.58,563.89
6659,166.59,564.07
6660,166.60,564.26
6661,166.61,564.44
6662,166.62,564.62
6663,166.63,564.81
6664,166.64,564.99
6665,166.65,565.18
6666,166.66,565.36
6667,166.67,565.54
6668,166.68,565.73
6669,166.69,565.91
6670,166.70,566.10
6671,166.71,566.28
6672,166.72,566.46
6673,166.73,566.65
6674,166.74,566.83
6675,166.75,567.02
6676,166.76,567.20
6677,166.77,567.39
6678,166.78,567.57
6679,166.79,567.75
6680,166.80,567.94
6681,166.81,568.12
6682,166.82,568.31
6683,166.83,568.49
6684,166.84,568.67
6685,166.85,568.86
6686,166.86,569.04
6687,166.87,569.23
6688,166.88,569.41
6689,166.89,569.59
6690,166.90,569.78
6691,166.91,569.96
6692,166.92,570.15
6693,166.93,570.33
6694,166.94,570.51
6695,166.95,570.70
6696,166.96,570.88
6697,166.97,571.07
6698,166.98,571.25
6699,166.99,571.43
6700,167.00,571.62
6701,167.01,571.80
6702,167.02,571.99
6703,167.03,572.17
6704,167.04,572.35
6705,167.05,572.54
6706,167.06,572.72
6707,167.07,572.91
6708,167.08,573.09
6709,167.09,573.27
6710,167.10,573.46
6711,167.11,573.64
6712,167.12,573.83
6713,167.13,574.01
6714,167.14,574.19
6715,167.15,574.38
6716,167.16,574.56
6717,167.17,574.75
6718,167.18,574.93
6719,167.19,575.11
6720,167.20,575.30
6721,167.21,575.48
6722,167.22,575.67
6723,167.23,575.85
6724,167.24,576.03
6725,167.25,576.22
6726,167.26,576.40
6727,167.27,576.59
6728,167.28,576.77
6729,167.29,576.96
6730,167.30,577.14
6731,167.31,577.32
6732,167.32,577.51
6733,167.33,577.69
6734,167.34,577.88
6735,167.35,578.06
6736,167.36,578.24
6737,167.37,578.43
6738,167.38,578.61
6739,167.39,578.80
6740,167.40,578.98
6741,167.41,579.16
6742,167.42,579.35
6743,167.43,579.53
6744,167.44,579.72
6745,167.45,579.90
6746,167.46,580.08
6747,167.47,580.27
6748,167.48,580.45
6749,167.49,580.64
6750,167.50,580.82
6751,167.51,581.00
6752,167.52,581.19
6753,167.53,581.37
6754,167.54,581.56
6755,167.55,581.74
6756,167.56,581.92
6757,167.57,582.11
6758,167.58,582.29
6759,167.59,582.48
6760,167.60,582.66
6761,167.61,582.84
6762,167.62,583.03
6763,167.63,583.21
6764,167.64,583.40
6765,167.65,583.58
6766,167.66,583.76
6767,167.67,583.95
6768,167.68,584.13
6769,167.69,584.32
6770,167.70,584.50
6771,167.71,584.68
6772,167.72,584.87
6773,167.73,585.05
6774,167.74,585.24
6775,167.75,585.42
6776,167.76,585.61
6777,167.77,585.79
6778,167.78,585.97
6779,167.79,586.16
6780,167.80,586.34
6781,167.81,586.53
6782,167.82,586.71
6783,167.83,586.89
6784,167.84,587.08
6785,167.85,587.26
6786,167.86,587.45
6787,167.87,587.63
6788,167.88,587.81
6789,167.89,588.00
6790,167.90,588.18
6791,167.91,588.37
6792,167.92,588.55
6793,167.93,588.73
6794,167.94,588.92
6795,167.95,589.10
6796,167.96,589.29
6797,167.97,589.47
6798,167.98,589.65
6799,167.99,589.84
6800,168.00,590.02
6801,168.01,590.21
6802,168.02,590.39
6803,168.03,590.57
6804,168.04,590.76
6805,168.05,590.94
6806,168.06,591.13
6807,168.07,591.31
6808,168.08,591.49
6809,168.09,591.68
6810,168.10,591.86
6811,168.11,592.05
6812,168.12,592.23
6813,168.13,592.41
6814,168.14,592.60
6815,168.15,592.78
6816,168.16,592.97
6817,168.17,593.15
6818,168.18,593.33
6819,168.19,593.52
6820,168.20,593.70
6821,168.21,593.89
6822,168.22,594.07
6823,168.23,594.25
6824,168.24,594.44
6825,168.25,594.62
6826,168.26,594.81
6827,168.27,594.99
6828,168.28,595.18
6829,168.29,595.36
6830,168.30,595.54
6831,168.31,595.73
6832,168.32,595.91
6833,168.33,596.10
6834,168.34,596.28
6835,168.35,596.46
6836,168.36,596.65
6837,168.37,596.83
6838,168.38,597.02
6839,168.39,597.20
6840,168.40,597.38
6841,168.41,597.57
6842,168.42,597.75
6843,168.43,597.94
6844,168.44,598.12
6845,168.45,598.30
6846,168.46,598.49
6847,168.47,598.67
6848,168.48,598.86
6849,168.49,599.04
6850,168.50,599.22
6851,168.51,599.41
6852,168.52,599.59
6853,168.53,599.78
6854,168.54,599.96
6855,168.55,600.14
6856,168.56,600.33
6857,168.57,600.51
6858,168.58,600.70
6859,168.59,600.88
6860,168.60,601.06
6861,168.61,601.25
6862,168.62,601.43
6863,168.63,601.62
6864,168.64,601.80
6865,168.65,601.98
6866,168.66,602.17
6867,168.67,602.35
6868,168.68,602.54
6869,168.69,602.72
6870,168.70,602.90
6871,168.71,603.09
6872,168.72,603.27
6873,168.73,603.46
6874,168.74,603.64
6875,168.75,603.83
6876,168.76,604.01
6877,168.77,604.19
6878,168.78,604.38
6879,168.79,604.56
6880,168.80,604.75
6881,168.81,604.93
6882,168.82,605.11
6883,168.83,605.30
6884,168.84,605.48
6885,168.85,605.67
6886,168.86,605.85
6887,168.87,606.03
6888,168.88,606.22
6889,168.89,606.40
6890,168.90,606.59
6891,168.91,606.77
6892,168.92,606.95
6893,168.93,607.14
6894,168.94,607.32
6895,168.95,607.51
6896,168.96,607.69
6897,168.97,607.87
6898,168.98,608.06
6899,168.99,608.24
6900,169.00,608.43
6901,169.01,608.61
6902,169.02,608.79
6903,169.03,608.98
6904,169.04,609.16
6905,169.05,609.35
6906,169.06,609.53
6907,169.07,609.71
6908,169.08,609.90
6909,169.09,610.08
6910,169.10,610.27
6911,169.11,610.45
6912,169.12,610.63
6913,169.13,610.82
6914,169.14,611.00
6915,169.15,611.19
6916,169.16,611.37
6917,169.17,611.55
6918,169.18,611.74
6919,169.19,611.92
6920,169.20,612.11
6921,169.21,612.29
6922,169.22,612.47
6923,169.23,612.66
6924,169.24,612.84
6925,169.25,613.03
6926,169.26,613.21
6927,169.27,613.40
6928,169.28,613.58
6929,169.29,613.76
6930,169.30,613.95
6931,169.31,614.13
6932,169.32,614.32
6933,169.33,614.50
6934,169.34,614.68
6935,169.35,614.87
6936,169.36,615.05
6937,169.37,615.24
6938,169.38,615.42
6939,169.39,615.60
6940,169.40,615.79
6941,169.41,615.97
6942,169.42,616.16
6943,169.43,616.34
6944,169.44,616.52
6945,169.45,616.71
6946,169.46,616.89
6947,169.47,617.08
6948,169.48,617.26
6949,169.49,617.44
6950,169.50,617.63
6951,169.51,617.81
6952,169.52,618.00
6953,169.53,618.18
6954,169.54,618.36
6955,169.55,618.55
6956,169.56,618.73
6957,169.57,618.92
6958,169.58,619.10
6959,169.59,619.28
6960,169.60,619.47
6961,169.61,619.65
6962,169.62,619.84
6963,169.63,620.02
6964,169.64,620.20
6965,169.65,620.39
6966,169.66,620.57
6967,169.67,620.76
6968,169.68,620.94
6969,169.69,621.12
6970,169.70,621.31
6971,169.71,621.49
6972,169.72,621.68
6973,169.73,621.86
6974,169.74,622.04
6975,169.75,622.23
6976,169.76,622.41
6977,169.77,622.60
6978,169.78,622.78
6979,169.79,622.97
6980,169.80,623.15
6981,169.81,623.33
6982,169.82,623.52
6983,169.83,623.70
6984,169.84,623.89
6985,169.85,624.07
6986,169.86,624.25
6987,169.87,624.44
6988,169.88,624.62
6989,169.89,624.81
6990,169.90,624.99
6991,169.91,625.17
6992,169.92,625.36
6993,169.93,625.54
6994,169.94,625.73
6995,169.95,625.91
6996,169.96,626.09
6997,169.97,626.28
6998,169.98,626.46
6999,169.99,626.65
7000,170.00,626.83
7001,170.01,627.03
7002,170.02,627.24
7003,170.03,627.44
7004,170.04,627.65
7005,170.05,627.85
7006,170.06,628.06
7007,170.07,628.26
7008,170.08,628.47
7009,170.09,628.67
7010,170.10,628.88
7011,170.11,629.08
7012,170.12,629.29
7013,170.13,629.49
7014,170.14,629.69
7015,170.15,629.90
7016,170.16,630.10
7017,170.17,630.31
7018,170.18,630.51
7019,170.19,630.72
7020,170.20,630.92
7021,170.21,631.13
7022,170.22,631.33
7023,170.23,631.54
7024,170.24,631.74
7025,170.25,631.95
7026,170.26,632.15
7027,170.27,632.35
7028,170.28,632.56
7029,170.29,632.76
7030,170.30,632.97
7031,170.31,633.17
7032,170.32,633.38
7033,170.33,633.58
7034,170.34,633.79
7035,170.35,633.99
7036,170.36,634.20
7037,170.37,634.40
7038,170.38,634.61
7039,170.39,634.81
7040,170.40,635.01
7041,170.41,635.22
7042,170.42,635.42
7043,170.43,635.63
7044,170.44,635.83
7045,170.45,636.04
7046,170.46,636.24
7047,170.47,636.45
7048,170.48,636.65
7049,170.49,636.86
7050,170.50,637.06
7051,170.51,637.27
7052,170.52,637.47
7053,170.53,637.67
7054,170.54,637.88
7055,170.55,638.08
7056,170.56,638.29
7057,170.57,638.49
7058,170.58,638.70
7059,170.59,638.90
7060,170.60,639.11
7061,170.61,639.31
7062,170.62,639.52
7063,170.63,639.72
7064,170.64,639.93
7065,170.65,640.13
7066,170.66,640.33
7067,170.67,640.54
7068,170.68,640.74
7069,170.69,640.95
7070,170.70,641.15
7071,170.71,641.36
7072,170.72,641.56
7073,170.73,641.77
7074,170.74,641.97
7075,170.75,642.18
7076,170.76,642.38
7077,170.77,642.59
7078,170.78,642.79
7079,170.79,642.99
7080,170.80,643.20
7081,170.81,643.40
7082,170.82,643.61
7083,170.83,643.81
7084,170.84,644.02
7085,170.85,644.22
7086,170.86,644.43
7087,170.87,644.63
7088,170.88,644.84
7089,170.89,645.04
7090,170.90,645.25
7091,170.91,645.45
7092,170.92,645.66
7093,170.93,645.86
7094,170.94,646.06
7095,170.95,646.27
7096,170.96,646.47
7097,170.97,646.68
7098,170.98,646.88
7099,170.99,647.09
7100,171.00,647.29
7101,171.01,647.50
7102,171.02,647.70
7103,171.03,647.91
7104,171.04,648.11
7105,171.05,648.32
7106,171.06,648.52
7107,171.07,648.72
7108,171.08,648.93
7109,171.09,649.13
7110,171.10,649.34
7111,171.11,649.54
7112,171.12,649.75
7113,171.13,649.95
7114,171.14,650.16
7115,171.15,650.36
7116,171.16,650.57
7117,171.17,650.77
7118,171.18,650.98
7119,171.19,651.18
7120,171.20,651.38
7121,171.21,651.59
7122,171.22,651.79
7123,171.23,652.00
7124,171.24,652.20
7125,171.25,652.41
7126,171.26,652.61
7127,171.27,652.82
7128,171.28,653.02
7129,171.29,653.23
7130,171.30,653.43
7131,171.31,653.64
7132,171.32,653.84
7133,171.33,654.04
7134,171.34,654.25
7135,171.35,654.45
7136,171.36,654.66
7137,171.37,654.86
7138,171.38,655.07
7139,171.39,655.27
7140,171.40,655.48
7141,171.41,655.68
7142,171.42,655.89
7143,171.43,656.09
7144,171.44,656.30
7145,171.45,656.50
7146,171.46,656.70
7147,171.47,656.91
7148,171.48,657.11
7149,171.49,657.32
7150,171.50,657.52
7151,171.51,657.73
7152,171.52,657.93
7153,171.53,658.14
7154,171.54,658.34
7155,171.55,658.55
7156,171.56,658.75
7157,171.57,658.96
7158,171.58,659.16
7159,171.59,659.36
7160,171.60,659.57
7161,171.61,659.77
7162,171.62,659.98
7163,171.63,660.18
7164,171.64,660.39
7165,171.65,660.59
7166,171.66,660.80
7167,171.67,661.00
7168,171.68,661.21
7169,171.69,661.41
7170,171.70,661.62
7171,171.71,661.82
7172,171.72,662.02
7173,171.73,662.23
7174,171.74,662.43
7175,171.75,662.64
7176,171.76,662.84
7177,171.77,663.05
7178,171.78,663.25
7179,171.79,663.46
7180,171.80,663.66
7181,171.81,663.87
7182,171.82,664.07
7183,171.83,664.28
7184,171.84,664.48
7185,171.85,664.68
7186,171.86,664.89
7187,171.87,665.09
7188,171.88,665.30
7189,171.89,665.50
7190,171.90,665.71
7191,171.91,665.91
7192,171.92,666.12
7193,171.93,666.32
7194,171.94,666.53
7195,171.95,666.73
7196,171.96,666.94
7197,171.97,667.14
7198,171.98,667.34
7199,171.99,667.55
7200,172.00,667.75
7201,172.01,667.96
7202,172.02,668.16
7203,172.03,668.37
7204,172.04,668.57
7205,172.05,668.78
7206,172.06,668.98
7207,172.07,669.19
7208,172.08,669.39
7209,172.09,669.60
7210,172.10,669.80
7211,172.11,670.00
7212,172.12,670.21
7213,172.13,670.41
7214,172.14,670.62
7215,172.15,670.82
7216,172.16,671.03
7217,172.17,671.23
7218,172.18,671.44
7219,172.19,671.64
7220,172.20,671.85
7221,172.21,672.05
7222,172.22,672.26
7223,172.23,672.46
7224,172.24,672.66
7225,172.25,672.87
7226,172.26,673.07
7227,172.27,673.28
7228,172.28,673.48
7229,172.29,673.69
7230,172.30,673.89
7231,172.31,674.10
7232,172.32,674.30
7233,172.33,674.51
7234,172.34,674.71
7235,172.35,674.92
7236,172.36,675.12
7237,172.37,675.32
7238,172.38,675.53
7239,172.39,675.73
7240,172.40,675.94
7241,172.41,676.14
7242,172.42,676.35
7243,172.43,676.55
7244,172.44,676.76
7245,172.45,676.96
7246,172.46,677.17
7247,172.47,677.37
7248,172.48,677.58
7249,172.49,677.78
7250,172.50,677.99
7251,172.51,678.19
7252,172.52,678.39
7253,172.53,678.60
7254,172.54,678.80
7255,172.55,679.01
7256,172.56,679.21
7257,172.57,679.42
7258,172.58,679.62
7259,172.59,679.83
7260,172.60,680.03
7261,172.61,680.24
7262,172.62,680.44
7263,172.63,680.65
7264,172.64,680.85
7265,172.65,681.05
7266,172.66,681.26
7267,172.67,681.46
7268,172.68,681.67
7269,172.69,681.87
7270,172.70,682.08
7271,172.71,682.28
7272,172.72,682.49
7273,172.73,682.69
7274,172.74,682.90
7275,172.75,683.10
7276,172.76,683.31
7277,172.77,683.51
7278,172.78,683.71
7279,172.79,683.92
7280,172.80,684.12
7281,172.81,684.33
7282,172.82,684.53
7283,172.83,684.74
7284,172.84,684.94
7285,172.85,685.15
7286,172.86,685.35
7287,172.87,685.56
7288,172.88,685.76
7289,172.89,685.97
7290,172.90,686.17
7291,172.91,686.37
7292,172.92,686.58
7293,172.93,686.78
7294,172.94,686.99
7295,172.95,687.19
7296,172.96,687.40
7297,172.97,687.60
7298,172.98,687.81
7299,172.99,688.01
7300,173.00,688.22
7301,173.01,688.42
7302,173.02,688.63
7303,173.03,688.83
7304,173.04,689.03
7305,173.05,689.24
7306,173.06,689.44
7307,173.07,689.65
7308,173.08,689.85
7309,173.09,690.06
7310,173.10,690.26
7311,173.11,690.47
7312,173.12,690.67
7313,173.13,690.88
7314,173.14,691.08
7315,173.15,691.29
7316,173.16,691.49
7317,173.17,691.69
7318,173.18,691.90
7319,173.19,692.10
7320,173.20,692.31
7321,173.21,692.51
7322,173.22,692.72
7323,173.23,692.92
7324,173.24,693.13
7325,173.25,693.33
7326,173.26,693.54
7327,173.27,693.74
7328,173.28,693.95
7329,173.29,694.15
7330,173.30,694.35
7331,173.31,694.56
7332,173.32,694.76
7333,173.33,694.97
7334,173.34,695.17
7335,173.35,695.38
7336,173.36,695.58
7337,173.37,695.79
7338,173.38,695.99
7339,173.39,696.20
7340,173.40,696.40
7341,173.41,696.61
7342,173.42,696.81
7343,173.43,697.01
7344,173.44,697.22
7345,173.45,697.42
7346,173.46,697.63
7347,173.47,697.83
7348,173.48,698.04
7349,173.49,698.24
7350,173.50,698.45
7351,173.51,698.65
7352,173.52,698.86
7353,173.53,699.06
7354,173.54,699.27
7355,173.55,699.47
7356,173.56,699.67
7357,173.57,699.88
7358,173.58,700.08
7359,173.59,700.29
7360,173.60,700.49
7361,173.61,700.70
7362,173.62,700.90
7363,173.63,701.11
7364,173.64,701.31
7365,173.65,701.52
7366,173.66,701.72
7367,173.67,701.93
7368,173.68,702.13
7369,173.69,702.33
7370,173.70,702.54
7371,173.71,702.74
7372,173.72,702.95
7373,173.73,703.15
7374,173.74,703.36
7375,173.75,703.56
7376,173.76,703.77
7377,173.77,703.97
7378,173.78,704.18
7379,173.79,704.38
7380,173.80,704.59
7381,173.81,704.79
7382,173.82,704.99
7383,173.83,705.20
7384,173.84,705.40
7385,173.85,705.61
7386,173.86,705.81
7387,173.87,706.02
7388,173.88,706.22
7389,173.89,706.43
7390,173.90,706.63
7391,173.91,706.84
7392,173.92,707.04
7393,173.93,707.25
7394,173.94,707.45
7395,173.95,707.65
7396,173.96,707.86
7397,173.97,708.06
7398,173.98,708.27
7399,173.99,708.47
7400,174.00,708.68
7401,174.01,708.88
7402,174.02,709.09
7403,174.03,709.29
7404,174.04,709.50
7405,174.05,709.70
7406,174.06,709.91
7407,174.07,710.11
7408,174.08,710.31
7409,174.09,710.52
7410,174.10,710.72
7411,174.11,710.93
7412,174.12,711.13
7413,174.13,711.34
7414,174.14,711.54
7415,174.15,711.75
7416,174.16,711.95
7417,174.17,712.16
7418,174.18,712.36
7419,174.19,712.57
7420,174.20,712.77
7421,174.21,712.98
7422,174.22,713.18
7423,174.23,713.38
7424,174.24,713.59
7425,174.25,713.79
7426,174.26,714.00
7427,174.27,714.20
7428,174.28,714.41
7429,174.29,714.61
7430,174.30,714.82
7431,174.31,715.02
7432,174.32,715.23
7433,174.33,715.43
7434,174.34,715.64
7435,174.35,715.84
7436,174.36,716.04
7437,174.37,716.25
7438,174.38,716.45
7439,174.39,716.66
7440,174.40,716.86
7441,174.41,717.07
7442,174.42,717.27
7443,174.43,717.48
7444,174.44,717.68
7445,174.45,717.89
7446,174.46,718.09
7447,174.47,718.30
7448,174.48,718.50
7449,174.49,718.70
7450,174.50,718.91
7451,174.51,719.11
7452,174.52,719.32
7453,174.53,719.52
7454,174.54,719.73
7455,174.55,719.93
7456,174.56,720.14
7457,174.57,720.34
7458,174.58,720.55
7459,174.59,720.75
7460,174.60,720.96
7461,174.61,721.16
7462,174.62,721.36
7463,174.63,721.57
7464,174.64,721.77
7465,174.65,721.98
7466,174.66,722.18
7467,174.67,722.39
7468,174.68,722.59
7469,174.69,722.80
7470,174.70,723.00
7471,174.71,723.21
7472,174.72,723.41
7473,174.73,723.62
7474,174.74,723.82
7475,174.75,724.02
7476,174.76,724.23
7477,174.77,724.43
7478,174.78,724.64
7479,174.79,724.84
7480,174.80,725.05
7481,174.81,725.25
7482,174.82,725.46
7483,174.83,725.66
7484,174.84,725.87
7485,174.85,726.07
7486,174.86,726.28
7487,174.87,726.48
7488,174.88,726.68
7489,174.89,726.89
7490,174.90,727.09
7491,174.91,727.30
7492,174.92,727.50
7493,174.93,727.71
7494,174.94,727.91
7495,174.95,728.12
7496,174.96,728.32
7497,174.97,728.53
7498,174.98,728.73
7499,174.99,728.94
7500,175.00,729.14
7501,175.01,nan
7502,175.02,nan
7503,175.03,nan
7504,175.04,nan
7505,175.05,nan
7506,175.06,nan
7507,175.07,nan
7508,175.08,nan
7509,175.09,nan
7510,175.10,nan
7511,175.11,nan
7512,175.12,nan
7513,175.13,nan
7514,175.14,nan
7515,175.15,nan
7516,175.16,nan
7517,175.17,nan
7518,175.18,nan
7519,175.19,nan
7520,175.20,nan
7521,175.21,nan
7522,175.22,nan
7523,175.23,nan
7524,175.24,nan
7525,175.25,nan
7526,175.26,nan
7527,175.27,nan
7528,175.28,nan
7529,175.29,nan
7530,175.30,nan
7531,175.31,nan
7532,175.32,nan
7533,175.33,nan
7534,175.34,nan
7535,175.35,nan
7536,175.36,nan
7537,175.37,nan
7538,175.38,nan
7539,175.39,nan
7540,175.40,nan
7541,175.41,nan
7542,175.42,nan
7543,175.43,nan
7544,175.44,nan
7545,175.45,nan
7546,175.46,nan
7547,175.47,nan
7548,175.48,nan
7549,175.49,nan
7550,175.50,nan
7551,175.51,nan
7552,175.52,nan
7553,175.53,nan
7554,175.54,nan
7555,175.55,nan
7556,175.56,nan
7557,175.57,nan
7558,175.58,nan
7559,175.59,nan
7560,175.60,nan
7561,175.61,nan
7562,175.62,nan
7563,175.63,nan
7564,175.64,nan
7565,175.65,nan
7566,175.66,nan
7567,175.67,nan
7568,175.68,nan
7569,175.69,nan
7570,175.70,nan
7571,175.71,nan
7572,175.72,nan
7573,175.73,nan
7574,175.74,nan
7575,175.75,nan
7576,175.76,nan
7577,175.77,nan
7578,175.78,nan
7579,175.79,nan
7580,175.80,nan
7581,175.81,nan
7582,175.82,nan
7583,175.83,nan
7584,175.84,nan
7585,175.85,nan
7586,175.86,nan
7587,175.87,nan
7588,175.88,nan
7589,175.89,nan
7590,175.90,nan
7591,175.91,nan
7592,175.92,nan
7593,175.93,nan
7594,175.94,nan
7595,175.95,nan
7596,175.96,nan
7597,175.97,nan
7598,175.98,nan
7599,175.99,nan
7600,176.00,nan
7601,176.01,nan
7602,176.02,nan
7603,176.03,nan
7604,176.04,nan
7605,176.05,nan
7606,176.06,nan
7607,176.07,nan
7608,176.08,nan
7609,176.09,nan
7610,176.10,nan
7611,176.11,nan
7612,176.12,nan
7613,176.13,nan
7614,176.14,nan
7615,176.15,nan
7616,176.16,nan
7617,176.17,nan
